,PROMPT,CRP_ID,UPDATE_SOURCE,RECORD_STATUS,LAST_UPDATED_BY,LAST_UPDATE_DATE,CREATION_DATE,CREATED_BY,DELETE_FLAG,BU_ID,ORDER_BY,SL_NO,CMRR_REPORT_ID,CMP_PARAMETER_ID,DEFAULT_VALUE
293,                              ,706,API,I,nan,2010-12-06 22:53:07,2010-12-06 22:53:07,nan,None,None,DESC,4,113,42,None
294,                              ,707,API,I,nan,2010-12-06 22:53:07,2010-12-06 22:53:07,nan,None,None,DESC,2,113,7,None
295,                              ,708,API,I,nan,2010-12-06 22:53:07,2010-12-06 22:53:07,nan,None,None,DESC,6,113,49,None
296,                              ,709,API,I,nan,2010-12-06 22:53:07,2010-12-06 22:53:07,nan,None,None,DESC,7,113,50,None
297,                              ,710,API,I,nan,2010-12-06 22:53:07,2010-12-06 22:53:07,nan,None,None,DESC,8,113,51,None
298,                              ,711,API,I,nan,2010-12-06 22:53:07,2010-12-06 22:53:07,nan,None,None,DESC,3,113,45,None
299,                              ,712,API,I,nan,2010-12-06 22:53:07,2010-12-06 22:53:07,nan,None,None,DESC,4,114,42,None
300,                              ,713,API,I,nan,2010-12-06 22:53:07,2010-12-06 22:53:07,nan,None,None,DESC,4,115,42,None
301,                              ,714,API,I,nan,2010-12-06 22:53:07,2010-12-06 22:53:07,nan,None,None,DESC,1,114,8,None
302,                              ,715,API,I,nan,2010-12-06 22:53:07,2010-12-06 22:53:07,nan,None,None,DESC,2,114,7,None
303,                              ,716,API,I,nan,2010-12-06 22:53:07,2010-12-06 22:53:07,nan,None,None,DESC,3,114,45,None
304,                              ,717,API,I,nan,2010-12-06 22:53:07,2010-12-06 22:53:07,nan,None,None,DESC,3,115,45,None
305,                              ,718,API,I,nan,2010-12-06 22:53:07,2010-12-06 22:53:07,nan,None,None,DESC,1,115,8,None
306,                              ,719,API,I,nan,2010-12-06 22:53:07,2010-12-06 22:53:07,nan,None,None,DESC,2,115,7,None
307,                              ,720,API,I,nan,2010-12-14 11:47:26,2010-12-14 11:47:26,nan,None,None,DESC,1,116,52,None
308,                              ,721,API,I,nan,2010-12-15 20:19:38,2010-12-15 20:19:38,nan,None,None,DESC,8,117,51,None
309,                              ,722,API,I,nan,2010-12-15 20:19:38,2010-12-15 20:19:38,nan,None,None,DESC,7,117,50,None
310,                              ,723,API,I,nan,2010-12-15 20:19:38,2010-12-15 20:19:38,nan,None,None,DESC,6,117,49,None
311,                              ,724,API,I,nan,2010-12-15 20:19:38,2010-12-15 20:19:38,nan,None,None,DESC,5,117,48,None
312,                              ,725,API,I,nan,2010-12-15 20:19:38,2010-12-15 20:19:38,nan,None,None,DESC,1,117,8,None
313,                              ,726,API,I,nan,2010-12-15 20:19:38,2010-12-15 20:19:38,nan,None,None,DESC,2,117,7,None
314,                              ,727,API,I,nan,2010-12-15 20:19:38,2010-12-15 20:19:38,nan,None,None,DESC,4,117,42,None
315,                              ,728,API,I,nan,2010-12-15 20:19:38,2010-12-15 20:19:38,nan,None,None,DESC,3,117,45,None
316,                              ,738,API,I,nan,2011-01-03 18:42:59,2011-01-03 18:42:59,nan,None,None,DESC,1,120,5,None
317,                              ,739,API,I,nan,2011-01-19 17:13:49,2011-01-19 17:13:49,nan,None,None,DESC,1,121,8,None
318,                              ,740,API,I,nan,2011-01-19 17:13:49,2011-01-19 17:13:49,nan,None,None,DESC,3,121,45,None
319,                              ,741,API,I,nan,2011-01-19 17:13:49,2011-01-19 17:13:49,nan,None,None,DESC,2,121,7,None
320,                              ,742,API,I,nan,2011-01-19 17:13:49,2011-01-19 17:13:49,nan,None,None,DESC,2,122,7,None
321,                              ,743,API,I,nan,2011-01-19 17:13:49,2011-01-19 17:13:49,nan,None,None,DESC,1,122,8,None
322,                              ,744,API,I,nan,2011-01-19 17:13:49,2011-01-19 17:13:49,nan,None,None,DESC,3,122,45,None
323,                              ,745,API,I,nan,2011-01-19 17:13:49,2011-01-19 17:13:49,nan,None,None,DESC,3,123,45,None
324,                              ,746,API,I,nan,2011-01-19 17:13:49,2011-01-19 17:13:49,nan,None,None,DESC,2,123,7,None
325,                              ,747,API,I,nan,2011-01-19 17:13:49,2011-01-19 17:13:49,nan,None,None,DESC,1,123,8,None
326,                              ,748,API,I,nan,2011-01-19 17:13:49,2011-01-19 17:13:49,nan,None,None,DESC,3,124,45,None
327,                              ,749,API,I,nan,2011-01-19 17:13:49,2011-01-19 17:13:49,nan,None,None,DESC,1,124,8,None
328,                              ,750,API,I,nan,2011-01-19 17:13:49,2011-01-19 17:13:49,nan,None,None,DESC,2,124,7,None
329,                              ,751,API,I,nan,2011-01-19 17:13:49,2011-01-19 17:13:49,nan,None,None,DESC,3,125,45,None
330,                              ,752,API,I,nan,2011-01-19 17:13:49,2011-01-19 17:13:49,nan,None,None,DESC,4,125,42,None
331,                              ,753,API,I,nan,2011-01-19 17:13:49,2011-01-19 17:13:49,nan,None,None,DESC,2,125,7,None
332,                              ,754,API,I,nan,2011-01-19 17:13:49,2011-01-19 17:13:49,nan,None,None,DESC,1,125,8,None
333,                              ,759,API,I,nan,2011-02-10 21:11:45,2011-02-10 21:11:45,nan,None,None,DESC,6,127,7,None
334,CUSTOMER FROM                 ,974,API,I,nan,2019-04-20 13:25:42,2019-04-20 13:25:42,nan,None,None,DESC,1,178,2,None
335,CUSTOMER TO                   ,975,API,I,nan,2019-04-20 13:25:42,2019-04-20 13:25:42,nan,None,None,DESC,2,178,3,None
336,ADDITIONAL INFO               ,976,API,I,nan,2019-04-20 13:25:42,2019-04-20 13:25:42,nan,None,None,DESC,6,99,76,None
337,ITEM NUMBER TO                ,977,API,I,nan,2019-04-20 13:25:42,2019-04-20 13:25:42,nan,None,None,DESC,2,179,7,None
338,ITEM BATCH                    ,978,API,I,nan,2019-04-20 13:25:42,2019-04-20 13:25:42,nan,None,None,DESC,3,179,45,None
339,ITEM NUMBER FROM              ,979,API,I,nan,2019-04-20 13:25:42,2019-04-20 13:25:42,nan,None,None,DESC,1,179,8,None
340,ITEM NUMBER TO                ,980,API,I,nan,2019-04-20 13:25:42,2019-04-20 13:25:42,nan,None,None,DESC,2,180,7,None
341,ITEM BATCH                    ,981,API,I,nan,2019-04-20 13:25:42,2019-04-20 13:25:42,nan,None,None,DESC,3,180,45,None
342,ITEM NUMBER FROM              ,982,API,I,nan,2019-04-20 13:25:42,2019-04-20 13:25:42,nan,None,None,DESC,1,180,8,None
343,SUPPLIER FROM                 ,983,API,I,nan,2019-04-20 13:25:42,2019-04-20 13:25:42,nan,None,None,DESC,1,182,23,None
344,OUTSTANDING ONLY              ,984,API,I,nan,2019-04-20 13:25:42,2019-04-20 13:25:42,nan,None,None,DESC,3,182,41,YES
345,SUPPLIER TO                   ,985,API,I,nan,2019-04-20 13:25:42,2019-04-20 13:25:42,nan,None,None,DESC,2,182,24,None
346,                              ,760,API,I,nan,2011-02-10 21:11:45,2011-02-10 21:11:45,nan,None,None,DESC,5,127,8,None
347,                              ,761,API,I,nan,2011-02-10 21:11:45,2011-02-10 21:11:45,nan,None,None,DESC,2,127,14,None
348,                              ,762,API,I,nan,2011-02-10 21:11:45,2011-02-10 21:11:45,nan,None,None,DESC,3,127,23,None
349,                              ,763,API,I,nan,2011-02-10 21:11:45,2011-02-10 21:11:45,nan,None,None,DESC,4,127,24,None
350,                              ,764,API,I,nan,2011-02-10 21:11:45,2011-02-10 21:11:45,nan,None,None,DESC,1,127,26,None
351,                              ,765,API,I,nan,2011-02-10 21:11:45,2011-02-10 21:11:45,nan,None,None,DESC,5,99,53,None
352,                              ,766,API,I,nan,2011-02-10 21:11:45,2011-02-10 21:11:45,nan,None,None,DESC,4,99,54,None
353,                              ,767,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,1,129,5,None
354,                              ,768,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,1,130,5,None
355,                              ,769,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,4,131,44,None
356,                              ,770,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,2,131,7,None
357,                              ,771,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,1,131,8,None
358,                              ,772,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,3,131,45,None
359,                              ,773,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,4,132,44,None
360,                              ,774,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,3,132,45,None
361,                              ,775,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,2,132,7,None
362,                              ,776,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,1,132,8,None
363,                              ,777,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,2,133,36,None
364,                              ,778,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,3,133,37,None
365,                              ,779,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,1,133,5,None
366,                              ,780,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,3,134,45,None
367,                              ,781,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,2,134,7,None
368,                              ,782,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,1,134,8,None
369,                              ,783,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,3,135,45,None
370,                              ,784,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,2,135,7,None
371,                              ,785,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,1,135,8,None
372,                              ,786,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,1,136,8,None
373,                              ,787,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,2,136,7,None
374,                              ,788,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,3,136,45,None
375,                              ,789,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,1,137,8,None
376,                              ,790,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,2,137,7,None
377,                              ,791,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,3,137,45,None
378,                              ,792,API,I,nan,2011-02-20 18:04:08,2011-02-20 18:04:08,nan,None,None,DESC,1,138,55,None
379,                              ,793,API,I,nan,2011-03-11 20:54:56,2011-03-11 20:54:56,nan,None,None,DESC,2,139,24,None
380,                              ,794,API,I,nan,2011-03-11 20:54:56,2011-03-11 20:54:56,nan,None,None,DESC,1,139,23,None
381,                              ,795,API,I,nan,2011-03-11 20:54:56,2011-03-11 20:54:56,nan,None,None,DESC,3,139,35,None
382,                              ,796,API,I,nan,2011-03-11 20:54:56,2011-03-11 20:54:56,nan,None,None,DESC,3,140,35,None
383,                              ,797,API,I,nan,2011-03-11 20:54:56,2011-03-11 20:54:56,nan,None,None,DESC,1,140,2,None
384,                              ,798,API,I,nan,2011-03-11 20:54:56,2011-03-11 20:54:56,nan,None,None,DESC,2,140,3,None
385,                              ,799,API,I,nan,2011-03-11 20:54:56,2011-03-11 20:54:56,nan,None,None,DESC,5,97,56,None
386,                              ,800,API,I,nan,2011-03-11 20:54:56,2011-03-11 20:54:56,nan,None,None,DESC,4,97,3,None
387,                              ,801,API,I,nan,2011-03-11 20:54:56,2011-03-11 20:54:56,nan,None,None,DESC,3,97,2,None
388,SUPPLIER FROM                 ,802,None,I,2.0,2011-03-17 10:05:21,2011-03-17 10:05:21,2.0,N,1,ASC,8,78,23,None
389,SUPPLIER TO                   ,803,None,I,2.0,2011-03-17 10:05:21,2011-03-17 10:05:21,2.0,N,1,DESC,9,78,24,None
390,ITEM NUMBER FROM              ,804,None,I,2.0,2011-03-17 10:07:44,2011-03-17 10:07:44,2.0,N,1,None,10,78,8,None
391,ITEM NUMBER TO                ,805,None,I,2.0,2011-03-17 10:07:44,2011-03-17 10:07:44,2.0,N,1,None,11,78,7,None
392,                              ,807,API,I,nan,2011-03-17 22:07:01,2011-03-17 22:07:01,nan,None,None,DESC,2,141,3,None
393,                              ,808,API,I,nan,2011-03-17 22:07:01,2011-03-17 22:07:01,nan,None,None,DESC,1,141,2,None
394,STATUS                        ,809,None,I,29.0,2011-03-31 14:30:10,2011-03-31 14:30:10,29.0,N,1,None,2,109,57,None
395,STATUS                        ,810,None,I,29.0,2011-03-31 14:30:21,2011-03-31 14:30:21,29.0,N,1,None,2,108,57,None
396,                              ,811,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,1,142,8,None
397,                              ,812,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,7,142,23,None
398,                              ,813,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,4,142,31,None
399,                              ,814,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,7,142,45,None
400,                              ,815,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,3,142,32,None
401,                              ,816,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,6,142,29,None
402,                              ,817,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,5,142,28,None
403,                              ,818,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,8,142,24,None
404,                              ,819,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,2,142,7,None
405,                              ,820,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,1,143,8,None
406,                              ,821,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,4,143,45,None
407,                              ,822,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,3,143,44,None
408,ITEM NUMBER FROM              ,729,None,I,2.0,2010-12-16 12:24:41,2010-12-16 12:24:41,2.0,N,1,None,1,118,8,None
409,ITEM NUMBER TO                ,730,None,I,2.0,2010-12-16 12:24:41,2010-12-16 12:24:41,2.0,N,1,None,2,118,7,None
410,ITEM BATCH                    ,731,None,I,2.0,2010-12-16 12:24:41,2010-12-16 12:24:41,2.0,N,1,None,3,118,45,None
411,INCLUDE PICTURE               ,732,None,I,2.0,2010-12-16 12:24:41,2010-12-16 12:24:41,2.0,N,1,None,4,118,42,None
412,PB TEXT1                      ,733,None,I,2.0,2010-12-16 12:24:41,2010-12-16 12:24:41,2.0,N,1,None,5,118,48,None
413,PB TEXT2                      ,734,None,I,2.0,2010-12-16 12:24:41,2010-12-16 12:24:41,2.0,N,1,None,6,118,49,None
414,PB TEXT3                      ,735,None,I,2.0,2010-12-16 12:24:41,2010-12-16 12:24:41,2.0,N,1,None,7,118,50,None
415,PB TEXT4                      ,736,None,I,2.0,2010-12-16 12:24:41,2010-12-16 12:24:41,2.0,N,1,None,8,118,51,None
416,                              ,737,API,I,nan,2010-12-29 11:12:23,2010-12-29 11:12:23,nan,None,None,DESC,1,119,4,None
417,ITEM NUMBER FROM              ,755,None,I,2.0,2011-02-03 17:25:46,2011-02-03 17:25:46,2.0,N,1,None,1,126,8,None
418,ITEM NUMBER TO                ,756,None,I,2.0,2011-02-03 17:25:46,2011-02-03 17:25:46,2.0,N,1,None,2,126,7,None
419,ITEM BATCH                    ,757,None,I,2.0,2011-02-03 17:25:46,2011-02-03 17:25:46,2.0,N,1,None,3,126,45,None
420,INCLUDE PICTURE               ,758,None,I,2.0,2011-02-03 17:25:46,2011-02-03 17:25:46,2.0,N,1,None,4,126,42,None
421,                              ,823,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,2,143,7,None
422,                              ,824,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,12,144,5,None
423,                              ,825,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,11,144,12,None
424,                              ,826,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,9,144,2,None
425,                              ,827,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,10,144,3,None
426,                              ,828,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,4,144,7,None
427,                              ,829,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,3,144,8,None
428,                              ,830,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,5,144,23,None
429,                              ,831,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,6,144,24,None
430,                              ,832,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,8,144,29,None
431,                              ,833,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,1,144,59,None
432,                              ,834,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,2,144,58,None
433,                              ,835,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,7,144,28,None
434,                              ,836,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,1,145,5,None
435,                              ,837,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,5,141,60,None
436,                              ,838,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,4,141,61,None
437,                              ,839,API,I,nan,2011-03-31 21:49:16,2011-03-31 21:49:16,nan,None,None,DESC,6,141,12,None
438,                              ,840,API,I,nan,2011-04-15 22:47:17,2011-04-15 22:47:17,nan,None,None,DESC,1,146,30,None
439,                              ,841,API,I,nan,2011-04-24 21:32:36,2011-04-24 21:32:36,nan,None,None,DESC,5,86,37,None
440,                              ,842,API,I,nan,2011-05-09 19:03:09,2011-05-09 19:03:09,nan,None,None,DESC,3,146,53,None
