CONSTRAINT_NAME,CONSTRAINT_TYPE,TABLE_NAME,SEARCH_CONDITION,REF_PK,DELETE_RULE,CORDERBY,CONS_COLS,REF_TABLE,REF_COLUMNS,DATASOURCE
CTP_AR_CUSTPROF_UK1_UK,UNIQUE,AR_CUSTOMER_PROFILES,None,NOVALUE,NO ACTION,2,CUST_PROFILE_NAME,None,None,ORATECHCANNON
CUSTSPLITHEADERS_UK1,UNIQUE,AR_CUSTSPLIT_HEADERS,None,NOVALUE,NO ACTION,2,CUSTSPLIT_NAME,None,None,ORATECHCANNON
CUSTSPLITLINES_UK1,UNIQUE,AR_CUSTSPLIT_LINES,None,NOVALUE,NO ACTION,2,CUSTSPLIT_ID~CUSTOMER_ID~,None,None,ORATECHCANNON
CUSBARCODE_UK1,UNIQUE,AR_CUST_BARCODE_UPLOADS,None,NOVALUE,NO ACTION,2,UPLOAD_ID~BARCODE~,None,None,ORATECHCANNON
CMP_UK1,UNIQUE,AR_CUST_PAYMENT_METHODS,None,NOVALUE,NO ACTION,2,CUST_CUSTOMER_ID~CPM_PMNT_METHOD_ID~,None,None,ORATECHCANNON
AR_DELH_UK1,UNIQUE,AR_DELIVERY_HEADERS,None,NOVALUE,NO ACTION,2,DELIVERY_NOTE_NUMBER,None,None,ORATECHCANNON
AR_DELL_UK,UNIQUE,AR_DELIVERY_LINES,None,NOVALUE,NO ACTION,2,DELIVERY_HEADER_ID~SL_NO~,None,None,ORATECHCANNON
AR_FREIGHT_COUNTRIES_UK1,UNIQUE,AR_FREIGHT_COUNTRIES,None,NOVALUE,NO ACTION,2,FREIGHT_LINE_ID~COUNTRY_CODE~,None,None,ORATECHCANNON
ARFREIGHT_UK1,UNIQUE,AR_FREIGHT_HEADERS,None,NOVALUE,NO ACTION,2,NAME,None,None,ORATECHCANNON
ARFREIGHTL_UK1,UNIQUE,AR_FREIGHT_LINES,None,NOVALUE,NO ACTION,2,FREIGHT_NAME,None,None,ORATECHCANNON
ARFREIGHTL_UK2,UNIQUE,AR_FREIGHT_LINES,None,NOVALUE,NO ACTION,2,FREIGHT_CODE,None,None,ORATECHCANNON
ARINVH_UK1,UNIQUE,AR_INVOICE_HEADERS,None,NOVALUE,NO ACTION,2,INVOICE_NUMBER,None,None,ORATECHCANNON
ORDERPADHEAD_NAME_UK1,UNIQUE,AR_ORDERPAD_HEADERS,None,NOVALUE,NO ACTION,2,ORDERPAD_NAME,None,None,ORATECHCANNON
ARPMNTH_UK1,UNIQUE,AR_PAYMENT_HEADERS,None,NOVALUE,NO ACTION,2,PAYMENT_NUMBER,None,None,ORATECHCANNON
ARPMNTL_NEW_UK1,UNIQUE,AR_PAYMENT_LINES,None,NOVALUE,NO ACTION,2,PAYMENT_HEADER_ID~INVOICE_HEADER_ID~PMNT_METHOD_ID,None,None,ORATECHCANNON
ARSALCRGRP_UK1,UNIQUE,AR_SALCR_GROUPS,None,NOVALUE,NO ACTION,2,SALCR_GROUP_NAME,None,None,ORATECHCANNON
AR_SALH_UK1,UNIQUE,AR_SALESORDER_HEADERS,None,NOVALUE,NO ACTION,2,ORDER_NUMBER,None,None,ORATECHCANNON
ARSALPER_UK3,UNIQUE,AR_SALES_PERSONS,None,NOVALUE,NO ACTION,2,SALES_PERSON_NUMBER,None,None,ORATECHCANNON
ARSOIMPBATCH_UK1,UNIQUE,AR_SOIMPORT_BATCH,None,NOVALUE,NO ACTION,2,BATCH_NAME,None,None,ORATECHCANNON
CB_BANKS_NAME_UK1_UK,UNIQUE,CMN_BANKS,None,NOVALUE,NO ACTION,2,BANK_NAME,None,None,ORATECHCANNON
CBA_BANK_BRANCH_UK2_UK,UNIQUE,CMN_BANK_ACCOUNTS,None,NOVALUE,NO ACTION,2,BRANCH_DESC,None,None,ORATECHCANNON
CBA_BANK_BRANCH_UK1_UK,UNIQUE,CMN_BANK_ACCOUNTS,None,NOVALUE,NO ACTION,2,BRANCH_CODE~BRANCH_ACCTNUMBER~,None,None,ORATECHCANNON
CBC_CHEQUE_UK1_UK,UNIQUE,CMN_BANK_CHEQUES,None,NOVALUE,NO ACTION,2,CBA_BANK_ACCOUNT_ID~CHEQUE_NO_FROM~,None,None,ORATECHCANNON
CMNCARDS_UK1,UNIQUE,CMN_CARDS,None,NOVALUE,NO ACTION,2,CARD_NUMBER,None,None,ORATECHCANNON
CARDOPTIONS_UK1,UNIQUE,CMN_CARD_OPTIONS,None,NOVALUE,NO ACTION,2,CARD_PREFIX_CODE,None,None,ORATECHCANNON
CARDOPTIONS_UK2,UNIQUE,CMN_CARD_OPTIONS,None,NOVALUE,NO ACTION,2,CARD_CATEGORY_CODE,None,None,ORATECHCANNON
COMMODITYCODE_UK1,UNIQUE,CMN_COMMODITY_CODES,None,NOVALUE,NO ACTION,2,COMMODITY_CODE,None,None,ORATECHCANNON
CM_DUPLICATE_CONTAINER_NAME_UK,UNIQUE,CMN_CONTAINERS,None,NOVALUE,NO ACTION,2,PC_NAME,None,None,ORATECHCANNON
PCCONT_DEF_UK,UNIQUE,CMN_CONTAINERS,None,NOVALUE,NO ACTION,2,PC_DEFAULT_TYPE,None,None,ORATECHCANNON
CCO_CCO_UK1_UK,UNIQUE,CMN_COUNTRIES,None,NOVALUE,NO ACTION,2,COUNTRY_NAME,None,None,ORATECHCANNON
CF_CFN_UK2_UK,UNIQUE,CMN_FUNCTIONS,None,NOVALUE,NO ACTION,2,FUNC_DISP_NAME,None,None,ORATECHCANNON
CF_CFN_UK_UK,UNIQUE,CMN_FUNCTIONS,None,NOVALUE,NO ACTION,2,FUNC_SHORT_NAME,None,None,ORATECHCANNON
CMNIMPBATCH_UK1,UNIQUE,CMN_IMPORT_BATCH,None,NOVALUE,NO ACTION,2,BATCH_NAME,None,None,ORATECHCANNON
CMNLKUPLINK_UK,UNIQUE,CMN_LOOKUP_LINKS,None,NOVALUE,NO ACTION,2,LOOKUP_TYPE~LOOKUP_CODE~SL_NO,None,None,ORATECHCANNON
CMNMENU_UK3,UNIQUE,CMN_MENUS,None,NOVALUE,NO ACTION,2,PARENT_MENU_ID~MENU_NAME~,None,None,ORATECHCANNON
CML_CMN_MODULE_UK_UK,UNIQUE,CMN_MODULES,None,NOVALUE,NO ACTION,2,MODULE_NAME,None,None,ORATECHCANNON
CMNOBJBATCH_UK1,UNIQUE,CMN_OBJECT_BATCHES,None,NOVALUE,NO ACTION,2,SOURCE_OBJECT_NAME~NAME~,None,None,ORATECHCANNON
CMNOBJBATCHLINE_UK2,UNIQUE,CMN_OBJECT_BATCH_LINES,None,NOVALUE,NO ACTION,2,SOURCE_OBJECT_NAME~SOURCE_OBJECT_ID1~SOURCE_OBJECT_ID2,None,None,ORATECHCANNON
CMNOBJSTATUSES_UK2,UNIQUE,CMN_OBJECT_STATUSES,None,NOVALUE,NO ACTION,2,SOURCE_OBJECT_NAME~SOURCE_OBJECT_ID1~SOURCE_OBJECT_ID2,None,None,ORATECHCANNON
CMP_CMN_REPPARAM_UK_UK,UNIQUE,CMN_PARAMETERS,None,NOVALUE,NO ACTION,2,NAME,None,None,ORATECHCANNON
CPB_CPB_UK1_UK,UNIQUE,CMN_PAYMENTTERM_BREAKUPS,None,NOVALUE,NO ACTION,2,CPB_NAME,None,None,ORATECHCANNON
CMNPMNTMETHOD_UK3,UNIQUE,CMN_PAYMENT_METHODS,None,NOVALUE,NO ACTION,2,PMNT_CODE,None,None,ORATECHCANNON
CMNPERIODBD_UK1,UNIQUE,CMN_PERIOD_BREAKDOWNS,None,NOVALUE,NO ACTION,2,PERIOD_HEADER_ID~PERIOD_LINE_ID~SUB_LEDGER_CODE~PERIOD_BREAKDOWN_CATEGORY~,None,None,ORATECHCANNON
CMNPRDH_UK1,UNIQUE,CMN_PERIOD_HEADERS,None,NOVALUE,NO ACTION,2,PERIOD_HEADER_NAME,None,None,ORATECHCANNON
CMNPERIODL_UK1,UNIQUE,CMN_PERIOD_LINES,None,NOVALUE,NO ACTION,2,PERIOD_NAME,None,None,ORATECHCANNON
CMNPERIODL_UK2,UNIQUE,CMN_PERIOD_LINES,None,NOVALUE,NO ACTION,2,PERIOD_YEAR~PERIOD_MONTH~SL_NO,None,None,ORATECHCANNON
CP_CP_UK1_UK,UNIQUE,CMN_PRINTERS,None,NOVALUE,NO ACTION,2,PRINTER_NAME,None,None,ORATECHCANNON
CMNPRIVL_NAME_UK1,UNIQUE,CMN_PRIVILEGES,None,NOVALUE,NO ACTION,2,NAME,None,None,ORATECHCANNON
CMN_PROF_UK1,UNIQUE,CMN_PROFILES,None,NOVALUE,NO ACTION,2,NAME,None,None,ORATECHCANNON
CMNPROP_UK1,UNIQUE,CMN_PROPERTIES,None,NOVALUE,NO ACTION,2,OBJECT_ID~PROPERTY_NAME~,None,None,ORATECHCANNON
CPO_UK1,UNIQUE,CMN_PROPERTY_OBJECTS,None,NOVALUE,NO ACTION,2,OBJECT_NAME~OBJECT_VALUE~,None,None,ORATECHCANNON
CMNPROPVAL_UK1,UNIQUE,CMN_PROPERTY_VALUES,None,NOVALUE,NO ACTION,2,OBJECT_ID~PROPERTY_ID~OBJECT_REF1~OBJECT_REF2~OBJECT_REF3,None,None,ORATECHCANNON
CREA_CMN_REASON_UK_UK,UNIQUE,CMN_REASONS,None,NOVALUE,NO ACTION,2,REASON_NAME,None,None,ORATECHCANNON
CMNREPGRPH_UK1,UNIQUE,CMN_REPORTGROUP_HEADERS,None,NOVALUE,NO ACTION,2,NAME,None,None,ORATECHCANNON
CMNREPGRPL_UK1,UNIQUE,CMN_REPORTGROUP_LINES,None,NOVALUE,NO ACTION,2,REPORT_ID~SL_NO~,None,None,ORATECHCANNON
CMRR_CMN_REP_UK1_UK,UNIQUE,CMN_REPORTS,None,NOVALUE,NO ACTION,2,DISPLAY_NAME,None,None,ORATECHCANNON
CMNREPCOL_UK1,UNIQUE,CMN_REPORT_COLUMNS,None,NOVALUE,NO ACTION,2,REPORT_IDENTIFIER,None,None,ORATECHCANNON
CMNRSET_UK1,UNIQUE,CMN_REPORT_SET,None,NOVALUE,NO ACTION,2,PARENT_REPORT_ID~REPORT_ID~,None,None,ORATECHCANNON
CR_CMNRESP_UK_UK,UNIQUE,CMN_RESPONSIBILITIES,None,NOVALUE,NO ACTION,2,RESP_NAME,None,None,ORATECHCANNON
SEA_SEA_UK_UK,UNIQUE,CMN_SEASONS,None,NOVALUE,NO ACTION,2,SEASON_CODE,None,None,ORATECHCANNON
CS_SEQNAMEBUID_UK1,UNIQUE,CMN_SEQUENCES,None,NOVALUE,NO ACTION,2,BU_ID~SEQ_NAME~,None,None,ORATECHCANNON
CMNSTPATTRIBUTES_UK1,UNIQUE,CMN_STP_ATTRIBUTES,None,NOVALUE,NO ACTION,2,STP_ID~ATTRIBUTE_CODE~ATTRIBUTE_VALUE,None,None,ORATECHCANNON
CMNSTPLEVELS_UK1,UNIQUE,CMN_STP_LEVELS,None,NOVALUE,NO ACTION,2,STP_ID~LEVEL_NUMBER~LEVEL_TYPE~LEVEL_CODE~,None,None,ORATECHCANNON
CMNSTYLEPATTERNS_UK1,UNIQUE,CMN_STYLE_PATTERNS,None,NOVALUE,NO ACTION,2,STP_CODE,None,None,ORATECHCANNON
CTB_CTB_UK_UK,UNIQUE,CMN_TAX_BREAKUPS,None,NOVALUE,NO ACTION,2,CTB_NAME,None,None,ORATECHCANNON
CTC_TAX_UK,UNIQUE,CMN_TAX_CODES,None,NOVALUE,NO ACTION,2,TAX_CODE,None,None,ORATECHCANNON
CMNTERMINAL_NAME_UK1,UNIQUE,CMN_TERMINALS,None,NOVALUE,NO ACTION,2,NAME,None,None,ORATECHCANNON
CMNTERMINALPROP_NAME_UK1,UNIQUE,CMN_TERMINAL_PROPERTIES,None,NOVALUE,NO ACTION,2,TERMINAL_ID~NAME~,None,None,ORATECHCANNON
USEREXL_UK1,UNIQUE,CMN_USER_EXCLUSIONS,None,NOVALUE,NO ACTION,2,USER_ID~REPORT_ID~,None,None,ORATECHCANNON
USEREXL_UK2,UNIQUE,CMN_USER_EXCLUSIONS,None,NOVALUE,NO ACTION,2,USER_ID~FUNCTION_ID~,None,None,ORATECHCANNON
EMPDEP_UK1,UNIQUE,EMP_DEPARTMENTS,None,NOVALUE,NO ACTION,2,DEPARTMENT_NAME,None,None,ORATECHCANNON
EMPJOB_UK1,UNIQUE,EMP_JOBS,None,NOVALUE,NO ACTION,2,JOB_NAME,None,None,ORATECHCANNON
EMPJT_UK1,UNIQUE,EMP_JOB_TYPES,None,NOVALUE,NO ACTION,2,JOB_TYPE,None,None,ORATECHCANNON
EMPPOS_UK1,UNIQUE,EMP_POSITIONS,None,NOVALUE,NO ACTION,2,POSITION_NAME,None,None,ORATECHCANNON
EMPWD_UK1,UNIQUE,EMP_WORKING_DAYS,None,NOVALUE,NO ACTION,2,WORKING_DAY,None,None,ORATECHCANNON
EXPORTHEAD_NAME_UK1,UNIQUE,EXPORT_HEADERS,None,NOVALUE,NO ACTION,2,EXPORT_NAME,None,None,ORATECHCANNON
GAC_GAE_UK_UK,UNIQUE,GL_ACCOUNT_CODES,None,NOVALUE,NO ACTION,2,GL_ACCOUNT_CODE,None,None,ORATECHCANNON
GLAC_UK3,UNIQUE,GL_ACCOUNT_CODES,None,NOVALUE,NO ACTION,2,ORIG_SYSTEM_REF1~ORIG_SYSTEM_REF2~,None,None,ORATECHCANNON
GLCASHINGUPLINES_UK,UNIQUE,GL_CASHINGUP_LINES,None,NOVALUE,NO ACTION,2,CASHINGUP_ID~TRANSACTION_SOURCE~TRANSACTION_SOURCE_ID~TRANSACTION_PAYMENT_ID~,None,None,ORATECHCANNON
GL_JEHEAD_NAME_UK1,UNIQUE,GL_JE_HEADERS,None,NOVALUE,NO ACTION,2,JE_NAME,None,None,ORATECHCANNON
GL_JELINESLNO_UK,UNIQUE,GL_JE_LINES,None,NOVALUE,NO ACTION,2,JE_HEADER_ID~SL_NO~,None,None,ORATECHCANNON
GLTEMP_UK1,UNIQUE,GL_TEMPLATES,None,NOVALUE,NO ACTION,2,TEMPLATE_NAME,None,None,ORATECHCANNON
GLTEMPTRANS_UK1,UNIQUE,GL_TEMPLATE_TRANS,None,NOVALUE,NO ACTION,2,TEMPLATE_ID~TEMPLATE_LINE_ID~REPORT_DATE_FROM~REPORT_DATE_TO~,None,None,ORATECHCANNON
IMPEXPHEAD_NAME_UK1,UNIQUE,IMPEXP_HEADERS,None,NOVALUE,NO ACTION,2,IMPEXP_NAME,None,None,ORATECHCANNON
IMPEXPLINESLNO_UK,UNIQUE,IMPEXP_LINES,None,NOVALUE,NO ACTION,2,IMPEXP_HEADER_ID~SL_NO~,None,None,ORATECHCANNON
INVBARREP_UK2,UNIQUE,INV_BARCODE_REPOSITORY,None,NOVALUE,NO ACTION,2,BARCODE,None,None,ORATECHCANNON
INVBOM_UK1,UNIQUE,INV_BOM,None,NOVALUE,NO ACTION,2,PARENT_ITEM_ID~BOM_LEVEL~ITEM_ID,None,None,ORATECHCANNON
INVBOM_TRANS_UK1,UNIQUE,INV_BOM_TRANS,None,NOVALUE,NO ACTION,2,TRANSACTION_SOURCE~TRANSACTION_HEADER_ID~TRANSACTION_LINE_ID~ITEM_ID~,None,None,ORATECHCANNON
INVCONTAINRELOG_UK,UNIQUE,INV_CONTAINER_LOG,None,NOVALUE,NO ACTION,2,CONTAINER_NUMBER,None,None,ORATECHCANNON
IIC_IC_UK1_UK,UNIQUE,INV_ITEM_CATEGORIES,None,NOVALUE,NO ACTION,2,CATEGORY_NAME,None,None,ORATECHCANNON
IICH_IICH_BATCH_UK1_UK,UNIQUE,INV_ITEM_COUNT_HEADERS,None,NOVALUE,NO ACTION,2,BATCH_NAME,None,None,ORATECHCANNON
ITMDIM_UK1,UNIQUE,INV_ITEM_DIMENSIONS,None,NOVALUE,NO ACTION,2,ITEM_ID,None,None,ORATECHCANNON
ITMDIM_UK2,UNIQUE,INV_ITEM_DIMENSIONS,None,NOVALUE,NO ACTION,2,DIMENSION_NAME,None,None,ORATECHCANNON
ITMDIML_UK1,UNIQUE,INV_ITEM_DIMENSION_LINES,None,NOVALUE,NO ACTION,2,DIMENSION_ITEM_ID~ITEM_ID~,None,None,ORATECHCANNON
INVITEMEXTRAS_UK,UNIQUE,INV_ITEM_EXTRAS,None,NOVALUE,NO ACTION,2,ITEM_ID~ITEM_EXTRAS_CATEGORY~ITEM_EXTRAS_MEANING,None,None,ORATECHCANNON
ITEM_NUMBER_UK1,UNIQUE,INV_ITEM_MASTERS,None,NOVALUE,NO ACTION,2,ITEM_NUMBER,None,None,ORATECHCANNON
INVMSEASON_UK1,UNIQUE,INV_ITEM_MULTI_SEASONS,None,NOVALUE,NO ACTION,2,ITEM_ID~SEASON_CODE_ID~,None,None,ORATECHCANNON
OFFERHPROM_UK,UNIQUE,INV_ITEM_OFFER_HEADERS,None,NOVALUE,NO ACTION,2,PROMOTION_CODE,None,None,ORATECHCANNON
OFFERHGROUPCODE_UK,UNIQUE,INV_ITEM_OFFER_HEADERS,None,NOVALUE,NO ACTION,2,GROUP_CODE,None,None,ORATECHCANNON
OFFERLGROUPCODE_UK,UNIQUE,INV_ITEM_OFFER_LINES,None,NOVALUE,NO ACTION,2,GROUP_CODE,None,None,ORATECHCANNON
IIP2_PRICE_PK_UK,UNIQUE,INV_ITEM_PRICES,None,NOVALUE,NO ACTION,2,ITEM_PRICE_ID,None,None,ORATECHCANNON
IISN_SERIAL_NUMBER_UK_UK,UNIQUE,INV_ITEM_SERIAL_NUMBERS,None,NOVALUE,NO ACTION,2,IIM_ITEM_ID~SERIAL_NUMBER~,None,None,ORATECHCANNON
INVITEMSUBLOCGRP_UK2,UNIQUE,INV_ITEM_SUBLOC_GROUPS,None,NOVALUE,NO ACTION,2,LOCATION_ID~ITEM_ID~SUB_LOC_GROUP_CODE,None,None,ORATECHCANNON
IISC_ISC_UK1_UK,UNIQUE,INV_ITEM_SUB_CATEGORIES,None,NOVALUE,NO ACTION,2,IIC_CATEGORY_ID~SUB_CATEGORY_NAME~,None,None,ORATECHCANNON
IISL1_INV_ITEMSUB_PK_UK,UNIQUE,INV_ITEM_SUB_LOCATIONS,None,NOVALUE,NO ACTION,2,ITEM_ID~SUB_LOCATION_ID~LOCATION_ID,None,None,ORATECHCANNON
IL_LN_UK_UK,UNIQUE,INV_LOCATIONS,None,NOVALUE,NO ACTION,2,LOCATION_NAME,None,None,ORATECHCANNON
INV_LOCUK4,UNIQUE,INV_LOCATIONS,None,NOVALUE,NO ACTION,2,LOCATION_NUMBER,None,None,ORATECHCANNON
LOCPL_UK1,UNIQUE,INV_LOCATION_PRICELISTS,None,NOVALUE,NO ACTION,2,LOCATION_ID~PRICELIST_HEADER_ID~,None,None,ORATECHCANNON
LOCPL_UK2,UNIQUE,INV_LOCATION_PRICELISTS,None,NOVALUE,NO ACTION,2,LOCATION_ID~SL_NO~,None,None,ORATECHCANNON
MANFNUM_UK2,UNIQUE,INV_MANUFACTURERS,None,NOVALUE,NO ACTION,2,MANF_NUMBER,None,None,ORATECHCANNON
MANFNUM_UK3,UNIQUE,INV_MANUFACTURERS,None,NOVALUE,NO ACTION,2,MANF_NAME,None,None,ORATECHCANNON
MKUPTEMPHEADERS_UK1,UNIQUE,INV_MKUPTEMP_HEADERS,None,NOVALUE,NO ACTION,2,MKUPTEMP_NAME,None,None,ORATECHCANNON
MKUPTEMPLINES_UK1,UNIQUE,INV_MKUPTEMP_LINES,None,NOVALUE,NO ACTION,2,MKUPTEMP_ID~PRICE_TYPE_ID~,None,None,ORATECHCANNON
INVPALLET_UK,UNIQUE,INV_PALLETS,None,NOVALUE,NO ACTION,2,CONTAINER_LOG_ID~PALLET_NUMBER~,None,None,ORATECHCANNON
IPBH_PRICE_BREAK_UK_UK,UNIQUE,INV_PRICE_BREAK_HEADERS,None,NOVALUE,NO ACTION,2,NAME,None,None,ORATECHCANNON
IPBL_QTYFROM,UNIQUE,INV_PRICE_BREAK_LINES,None,NOVALUE,NO ACTION,2,IPBH_PRICE_BREAK_ID~QTY_FROM~QTY_TO,None,None,ORATECHCANNON
IPT_PRICE_TYPE_UK_UK,UNIQUE,INV_PRICE_TYPES,None,NOVALUE,NO ACTION,2,PRICE_TYPE_NAME,None,None,ORATECHCANNON
INVQKCODEHEADERS_UK1,UNIQUE,INV_QUICKCODE_HEADERS,None,NOVALUE,NO ACTION,2,QUICKCODE_NAME,None,None,ORATECHCANNON
INVQKCODELINES_UK2,UNIQUE,INV_QUICKCODE_LINES,None,NOVALUE,NO ACTION,2,QUICKCODE_ID~ITEM_ID~,None,None,ORATECHCANNON
INVREQUISITIONHEADERS_UK2,UNIQUE,INV_REQUISITION_HEADERS,None,NOVALUE,NO ACTION,2,REQUISITION_NUMBER,None,None,ORATECHCANNON
INVREQUISITIONHEADERS_UK1,UNIQUE,INV_REQUISITION_HEADERS,None,NOVALUE,NO ACTION,2,REQUISITION_NAME,None,None,ORATECHCANNON
SIH_SIMILARHEADER_UK1_UK,UNIQUE,INV_SIMILAR_ITEM_HEADERS,None,NOVALUE,NO ACTION,2,SHORT_DESC,None,None,ORATECHCANNON
SIL_UK,UNIQUE,INV_SIMILAR_ITEM_LINES,None,NOVALUE,NO ACTION,2,SIH_SIMILAR_ITEM_ID~IIM_ITEM_ID~,None,None,ORATECHCANNON
INVSLOCASSIGNHEADERS_UK1,UNIQUE,INV_SLOCASSIGN_HEADERS,None,NOVALUE,NO ACTION,2,ASSIGNMENT_NAME,None,None,ORATECHCANNON
ISI_ISI_UK1_UK,UNIQUE,INV_STKTAKE_ITEMS,None,NOVALUE,NO ACTION,2,ITEM_ID~STKTAKE_TYPE_ID~,None,None,ORATECHCANNON
INVSTKTKITEM_UK2,UNIQUE,INV_STKTAKE_ITEMS,None,NOVALUE,NO ACTION,2,STKTAKE_TYPE_ID~SL_NO~,None,None,ORATECHCANNON
IST_IST_NAME_UK1_UK,UNIQUE,INV_STKTAKE_TYPES,None,NOVALUE,NO ACTION,2,STKTAKE_NAME,None,None,ORATECHCANNON
STOCKSPLITHEADERS_UK1,UNIQUE,INV_STOCKSPLIT_HEADERS,None,NOVALUE,NO ACTION,2,STOCKSPLIT_NAME,None,None,ORATECHCANNON
INVSUBLOCH_UK,UNIQUE,INV_SUBLOC_HIERARCHY,None,NOVALUE,NO ACTION,2,LOCATION_ID~SL_NO~,None,None,ORATECHCANNON
ISL_SLO_UK_UK,UNIQUE,INV_SUB_LOCATIONS,None,NOVALUE,NO ACTION,2,IL_LOCATION_ID~SUB_LOCATION~,None,None,ORATECHCANNON
INV_SUBLOCUK4,UNIQUE,INV_SUB_LOCATIONS,None,NOVALUE,NO ACTION,2,SUB_LOCATION_NUMBER,None,None,ORATECHCANNON
PALLETBOX_NAME_UK1,UNIQUE,PALLET_BOXES,None,NOVALUE,NO ACTION,2,BOX_NAME,None,None,ORATECHCANNON
PALLETBOX_NUMBER_UK2,UNIQUE,PALLET_BOXES,None,NOVALUE,NO ACTION,2,BOX_NUMBER,None,None,ORATECHCANNON
PALLETHEAD_NAME_UK1,UNIQUE,PALLET_HEADERS,None,NOVALUE,NO ACTION,2,PALLET_NAME,None,None,ORATECHCANNON
PALLETHEAD_NUMBER_UK2,UNIQUE,PALLET_HEADERS,None,NOVALUE,NO ACTION,2,PALLET_NUMBER,None,None,ORATECHCANNON
PALLETLINE2_UK1,UNIQUE,PALLET_LINES,None,NOVALUE,NO ACTION,2,PALLET_HEADER_ID~BOX_ID~SUB_LOCATION_ID~ITEM_ID~,None,None,ORATECHCANNON
PALLETLINE_SLNO_UK2,UNIQUE,PALLET_LINES,None,NOVALUE,NO ACTION,2,BOX_ID~SL_NO~,None,None,ORATECHCANNON
POBUY_UK1,UNIQUE,PO_BUYERS,None,NOVALUE,NO ACTION,2,BUYER_ID~SUPERVISOR_ID~,None,None,ORATECHCANNON
POORDERPADHEAD_NAME_UK1,UNIQUE,PO_ORDERPAD_HEADERS,None,NOVALUE,NO ACTION,2,ORDERPAD_NAME,None,None,ORATECHCANNON
PRICETEMPHEADERS_UK1,UNIQUE,PRICE_TEMPLATE_HEADERS,None,NOVALUE,NO ACTION,2,PRICETEMP_CODE,None,None,ORATECHCANNON
