CONSTRAINT_NAME,CONSTRAINT_TYPE,TABLE_NAME,SEARCH_CONDITION,REF_PK,DELETE_RULE,CORDERBY,CONS_COLS,REF_TABLE,REF_COLUMNS,DATASOURCE
PRICETEMPHEADERS_UK2,UNIQUE,PRICE_TEMPLATE_HEADERS,None,NOVALUE,NO ACTION,2,PRICETEMP_NAME,None,None,ORATECHCANNON
PRICETEMPLINES_UK1,UNIQUE,PRICE_TEMPLATE_LINES,None,NOVALUE,NO ACTION,2,PRICETEMP_ID~SL_NO~,None,None,ORATECHCANNON
PRICETEMPLINES_UK2,UNIQUE,PRICE_TEMPLATE_LINES,None,NOVALUE,NO ACTION,2,PRICETEMP_ID~SALES_UNIT~,None,None,ORATECHCANNON
PRUPDL_UK1,UNIQUE,PRICE_UPDATEITEMCP_LINES,None,NOVALUE,NO ACTION,2,UPDATEITEMCP_LINE_ID~ITEM_ID~,None,None,ORATECHCANNON
ARPLH_UK1,UNIQUE,PR_PRICELIST_HEADERS,None,NOVALUE,NO ACTION,2,PRICELIST_NAME,None,None,ORATECHCANNON
SYSCTRLH_UK1,UNIQUE,SYS_CONTROL_HEADERS,None,NOVALUE,NO ACTION,2,CONTROL_TYPE~IDENTIFIER~,None,None,ORATECHCANNON
SYSCTRLL_UK1,UNIQUE,SYS_CONTROL_LINES,None,NOVALUE,NO ACTION,2,CONTROL_HEADER_ID~CONTROL_LINE_TYPE~IDENTIFIER,None,None,ORATECHCANNON
SYSNOTIFH_UK,UNIQUE,SYS_NOTIFICATION_EVENTS,None,NOVALUE,NO ACTION,2,IDENTIFIER,None,None,ORATECHCANNON
SYSPROG_UK1,UNIQUE,SYS_PROGRAMS,None,NOVALUE,NO ACTION,2,IDENTIFIER,None,None,ORATECHCANNON
SYSSHORTNAME_UK2,UNIQUE,SYS_SCHEDULE_JOBS,None,NOVALUE,NO ACTION,2,JOB_SHORT_NAME,None,None,ORATECHCANNON
SYSJOBNAME_UK1,UNIQUE,SYS_SCHEDULE_JOBS,None,NOVALUE,NO ACTION,2,JOB_NAME,None,None,ORATECHCANNON
SYSUIITEMATTR_UK1,UNIQUE,SYS_UIITEMATTRS,None,NOVALUE,NO ACTION,2,ITEM_ID~ATTRIBUTE_ID~,None,None,ORATECHCANNON
SYSUIITEM_NAME_UK1,UNIQUE,SYS_UIITEMS,None,NOVALUE,NO ACTION,2,REGION_ID~NAME~,None,None,ORATECHCANNON
SYSUIREG_NAME_UK1,UNIQUE,SYS_UIREGIONS,None,NOVALUE,NO ACTION,2,NAME,None,None,ORATECHCANNON
TPSOURCENAME_UK1,UNIQUE,TP_STOCK_SOURCES,None,NOVALUE,NO ACTION,2,TP_SOURCE_NAME,None,None,ORATECHCANNON
WWW_NODESUBSOURCE_UK1,UNIQUE,WWW_NODES,None,NOVALUE,NO ACTION,2,WWW_SUB_SOURCE_ID~SOURCE_NODE_ID~,None,None,ORATECHCANNON
WWW_SOURCENAME_UK1,UNIQUE,WWW_SOURCES,None,NOVALUE,NO ACTION,2,WWW_SOURCE_NAME,None,None,ORATECHCANNON
WWW_SUBSOURCENAME_UK1,UNIQUE,WWW_SUB_SOURCES,None,NOVALUE,NO ACTION,2,WWW_SOURCE_ID~SUB_SOURCE_NAME~,None,None,ORATECHCANNON
DJANGO_CO_APP_LABEL_76BD3D3B_U,UNIQUE,DJANGO_CONTENT_TYPE,None,NOVALUE,NO ACTION,2,APP_LABEL~MODEL~,None,None,ORATECHCANNON
AUTH_PERM_CONTENT_T_01AB375A_U,UNIQUE,AUTH_PERMISSION,None,NOVALUE,NO ACTION,2,CONTENT_TYPE_ID~CODENAME~,None,None,ORATECHCANNON
AUTH_GROU_GROUP_ID__0CD325B0_U,UNIQUE,AUTH_GROUP_PERMISSIONS,None,NOVALUE,NO ACTION,2,GROUP_ID~PERMISSION_ID~,None,None,ORATECHCANNON
PALLETLINE_SUBLOCID_FK,FOREIGN KEY,PALLET_LINES,None,ISL_PK,CASCADE,3,SUB_LOCATION_ID,INV_SUB_LOCATIONS,SUB_LOCATION_ID,ORATECHCANNON
PALLETTRANS_SUBLOCID_FK,FOREIGN KEY,PALLET_TRANSACTIONS,None,ISL_PK,CASCADE,3,FROM_SUB_LOCATION_ID,INV_SUB_LOCATIONS,SUB_LOCATION_ID,ORATECHCANNON
PALLETTRANS_TSUBLOCID_FK,FOREIGN KEY,PALLET_TRANSACTIONS,None,ISL_PK,CASCADE,3,TO_SUB_LOCATION_ID,INV_SUB_LOCATIONS,SUB_LOCATION_ID,ORATECHCANNON
HRUSERASS_SUBLOCID_FK,FOREIGN KEY,HR_USER_ASSIGNMENTS,None,ISL_PK,CASCADE,3,SUB_LOCATION_ID,INV_SUB_LOCATIONS,SUB_LOCATION_ID,ORATECHCANNON
GRNORDERPADH_OHID_FK,FOREIGN KEY,GRN_ORDERPAD_HEADERS,None,POORDPADHEAD_PK,CASCADE,3,ORDERPAD_HEADER_ID,PO_ORDERPAD_HEADERS,ORDERPAD_HEADER_ID,ORATECHCANNON
GRNORDERPADL_OHID_FK,FOREIGN KEY,GRN_ORDERPAD_LINES,None,POORDPADHEAD_PK,CASCADE,3,ORDERPAD_HEADER_ID,PO_ORDERPAD_HEADERS,ORDERPAD_HEADER_ID,ORATECHCANNON
POORDERPADLINE_HEADERID_FK,FOREIGN KEY,PO_ORDERPAD_LINES,None,POORDPADHEAD_PK,CASCADE,3,ORDERPAD_HEADER_ID,PO_ORDERPAD_HEADERS,ORDERPAD_HEADER_ID,ORATECHCANNON
GRNORDERPADL_OHLID_FK,FOREIGN KEY,GRN_ORDERPAD_LINES,None,POORDERPADLINE_PK,CASCADE,3,ORDERPAD_LINE_ID,PO_ORDERPAD_LINES,ORDERPAD_LINE_ID,ORATECHCANNON
GRNORDERPADH_LOCID_FK,FOREIGN KEY,GRN_ORDERPAD_HEADERS,None,IL_PK,CASCADE,3,LOCATION_ID,INV_LOCATIONS,LOCATION_ID,ORATECHCANNON
INVSTOCKSPLIT_LOC_ID,FOREIGN KEY,INV_STOCKSPLIT_HEADERS,None,IL_PK,CASCADE,3,LOCATION_ID,INV_LOCATIONS,LOCATION_ID,ORATECHCANNON
POORDERPADH_LOCID_FK,FOREIGN KEY,PO_ORDERPAD_HEADERS,None,IL_PK,CASCADE,3,LOCATION_ID,INV_LOCATIONS,LOCATION_ID,ORATECHCANNON
STOCKSPLITLINES_FK3,FOREIGN KEY,INV_STOCKSPLIT_LINES,None,STOCKSPLITHEADERS_PK,CASCADE,3,STOCKSPLIT_ID,INV_STOCKSPLIT_HEADERS,STOCKSPLIT_ID,ORATECHCANNON
GRNORDERPADLINE_ITEMID_FK,FOREIGN KEY,GRN_ORDERPAD_LINES,None,IIM_PK,CASCADE,3,ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
STOCKSPLITLINES_FK1,FOREIGN KEY,INV_STOCKSPLIT_LINES,None,IIM_PK,CASCADE,3,ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
POORDERPADLINE_ITEMID_FK,FOREIGN KEY,PO_ORDERPAD_LINES,None,IIM_PK,CASCADE,3,ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
GRNORDERPADLINE_HEADERID_FK,FOREIGN KEY,GRN_ORDERPAD_LINES,None,GRNORDPADHEAD_PK,CASCADE,3,GRN_ID,GRN_ORDERPAD_HEADERS,GRN_ID,ORATECHCANNON
GRNORDERPADH_SUPPID_FK,FOREIGN KEY,GRN_ORDERPAD_HEADERS,None,SUP_PK,CASCADE,3,SUPPLIER_ID,AP_SUPPLIERS,SUPPLIER_ID,ORATECHCANNON
POORDERPADH_SUPPID_FK,FOREIGN KEY,PO_ORDERPAD_HEADERS,None,SUP_PK,CASCADE,3,SUPPLIER_ID,AP_SUPPLIERS,SUPPLIER_ID,ORATECHCANNON
GRNORDERPADH_CUSTID_FK,FOREIGN KEY,GRN_ORDERPAD_HEADERS,None,CUST_PK,CASCADE,3,CUSTOMER_ID,AR_CUSTOMERS,CUSTOMER_ID,ORATECHCANNON
POORDERPADH_CUSTID_FK,FOREIGN KEY,PO_ORDERPAD_HEADERS,None,CUST_PK,CASCADE,3,CUSTOMER_ID,AR_CUSTOMERS,CUSTOMER_ID,ORATECHCANNON
DJANGO_AD_CONTENT_T_C4BCE8EB_F,FOREIGN KEY,DJANGO_ADMIN_LOG,None,SYS_C00130086,NO ACTION,3,CONTENT_TYPE_ID,DJANGO_CONTENT_TYPE,ID,ORATECHCANNON
DJANGO_AD_USER_ID_C564EBA6_F,FOREIGN KEY,DJANGO_ADMIN_LOG,None,CU_PK,NO ACTION,3,USER_ID,CMN_USERS,USER_ID,ORATECHCANNON
AUTH_PERM_CONTENT_T_2F476E4B_F,FOREIGN KEY,AUTH_PERMISSION,None,SYS_C00130086,NO ACTION,3,CONTENT_TYPE_ID,DJANGO_CONTENT_TYPE,ID,ORATECHCANNON
AUTH_GROU_GROUP_ID_B120CBF9_F,FOREIGN KEY,AUTH_GROUP_PERMISSIONS,None,SYS_C00130100,NO ACTION,3,GROUP_ID,AUTH_GROUP,ID,ORATECHCANNON
AUTH_GROU_PERMISSIO_84C5C92E_F,FOREIGN KEY,AUTH_GROUP_PERMISSIONS,None,SYS_C00130098,NO ACTION,3,PERMISSION_ID,AUTH_PERMISSION,ID,ORATECHCANNON
PRPL_FK3,FOREIGN KEY,PR_PRICELIST_LINES,None,IIM_PK,CASCADE,3,ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
PRUPDL_FK1,FOREIGN KEY,PRICE_UPDATEITEMCP_LINES,None,IIM_PK,CASCADE,3,ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
ITMDIML_FK2,FOREIGN KEY,INV_ITEM_DIMENSION_LINES,None,ITMDIM_PK,CASCADE,3,DIMENSION_ID,INV_ITEM_DIMENSIONS,DIMENSION_ID,ORATECHCANNON
PRPL_FK4,FOREIGN KEY,PR_PRICELIST_LINES,None,IIC_PK,CASCADE,3,CATEGORY_ID,INV_ITEM_CATEGORIES,CATEGORY_ID,ORATECHCANNON
INVSLNMTRANS_FK2,FOREIGN KEY,INV_SERIALNUM_TRANSACTIONS,None,IISN_PK,CASCADE,3,SERIAL_NUMBER_ID,INV_ITEM_SERIAL_NUMBERS,SERIAL_NUMBER_ID,ORATECHCANNON
INVSLNMTRANS_FK3,FOREIGN KEY,INV_SERIALNUM_TRANSACTIONS,None,IIM_PK,CASCADE,3,ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
INVITBATCHLINE_FK1,FOREIGN KEY,INV_ITEM_BATCH_LINES,None,INVITBATCH_PK,CASCADE,3,BATCH_ID,INV_ITEM_BATCHES,BATCH_ID,ORATECHCANNON
INVITBATCHLINE_FK2,FOREIGN KEY,INV_ITEM_BATCH_LINES,None,IIM_PK,CASCADE,3,ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
WWW_SUBSOURCECNTRY_FK,FOREIGN KEY,WWW_SUB_SOURCES,None,CCO_PK,NO ACTION,3,COUNTRY_CODE,CMN_COUNTRIES,COUNTRY_CODE,ORATECHCANNON
PALLETH_PCID_FK,FOREIGN KEY,PALLET_HEADERS,None,CMC_PK,CASCADE,3,PC_ID,CMN_CONTAINERS,PC_ID,ORATECHCANNON
PALLETH_BOXPCID_FK,FOREIGN KEY,PALLET_BOXES,None,CMC_PK,CASCADE,3,PC_ID,CMN_CONTAINERS,PC_ID,ORATECHCANNON
PALLETH_ORDERID_FK,FOREIGN KEY,PALLET_HEADERS,None,AR_SALH_PK,CASCADE,3,ORDER_HEADER_ID,AR_SALESORDER_HEADERS,ORDER_HEADER_ID,ORATECHCANNON
PALLETB_ORDERID_FK,FOREIGN KEY,PALLET_BOXES,None,AR_SALH_PK,CASCADE,3,ORDER_HEADER_ID,AR_SALESORDER_HEADERS,ORDER_HEADER_ID,ORATECHCANNON
PALLETH_INVOICEID_FK,FOREIGN KEY,PALLET_HEADERS,None,ARINVH_PK,CASCADE,3,INVOICE_HEADER_ID,AR_INVOICE_HEADERS,INVOICE_HEADER_ID,ORATECHCANNON
PALLETB_INVOICEID_FK,FOREIGN KEY,PALLET_BOXES,None,ARINVH_PK,CASCADE,3,INVOICE_HEADER_ID,AR_INVOICE_HEADERS,INVOICE_HEADER_ID,ORATECHCANNON
DISPHEADER_FREIGHT_FK,FOREIGN KEY,DISPATCH_HEADERS,None,ARFREIGHT_PK,NO ACTION,3,FREIGHT_HEADER_ID,AR_FREIGHT_HEADERS,FREIGHT_HEADER_ID,ORATECHCANNON
ORDERPADH_CUSTID_FK,FOREIGN KEY,AR_ORDERPAD_HEADERS,None,CUST_PK,CASCADE,3,CUSTOMER_ID,AR_CUSTOMERS,CUSTOMER_ID,ORATECHCANNON
CUSTSPLITLINES_FK1,FOREIGN KEY,AR_CUSTSPLIT_LINES,None,CUST_PK,CASCADE,3,CUSTOMER_ID,AR_CUSTOMERS,CUSTOMER_ID,ORATECHCANNON
HRUSERASS_USERIS_FK,FOREIGN KEY,HR_USER_ASSIGNMENTS,None,CU_PK,CASCADE,3,USER_ID,CMN_USERS,USER_ID,ORATECHCANNON
INVITEM_UOM_FK,FOREIGN KEY,INV_ITEM_MASTERS,None,CUOM_PK,NO ACTION,3,UOM_ID,CMN_UNIT_OF_MEASUREMENTS,UOM_ID,ORATECHCANNON
WWW_NODE_LINKS_FK3,FOREIGN KEY,WWW_NODE_LINKS,None,IIM_PK,CASCADE,3,ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
AUDIT_STOCK_HISTORY_FK,FOREIGN KEY,AUDIT_STOCK_HISTORY,None,IIM_PK,CASCADE,3,ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
ORDERPADLINE_ITEMID_FK,FOREIGN KEY,AR_ORDERPAD_LINES,None,IIM_PK,CASCADE,3,ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
PALLETLINE_ITEMID_FK,FOREIGN KEY,PALLET_LINES,None,IIM_PK,CASCADE,3,ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
WWW_NODE_LINKS_FK1,FOREIGN KEY,WWW_NODE_LINKS,None,IIC_PK,CASCADE,3,CATEGORY_ID,INV_ITEM_CATEGORIES,CATEGORY_ID,ORATECHCANNON
HRUSERASS_CATID_FK,FOREIGN KEY,HR_USER_ASSIGNMENTS,None,IIC_PK,CASCADE,3,CATEGORY_ID,INV_ITEM_CATEGORIES,CATEGORY_ID,ORATECHCANNON
GL_JELINE_ACCOUNTID_FK,FOREIGN KEY,GL_JE_LINES,None,GAC_PK,CASCADE,3,GL_ACCOUNT_ID,GL_ACCOUNT_CODES,GL_ACCOUNT_ID,ORATECHCANNON
AUDIT_STOCK_HISTORY_FK1,FOREIGN KEY,AUDIT_STOCK_HISTORY,None,IL_PK,CASCADE,3,LOCATION_ID,INV_LOCATIONS,LOCATION_ID,ORATECHCANNON
ORDERPADH_LOCID_FK,FOREIGN KEY,AR_ORDERPAD_HEADERS,None,IL_PK,CASCADE,3,LOCATION_ID,INV_LOCATIONS,LOCATION_ID,ORATECHCANNON
PALLETH_LOCID_FK,FOREIGN KEY,PALLET_HEADERS,None,IL_PK,CASCADE,3,LOCATION_ID,INV_LOCATIONS,LOCATION_ID,ORATECHCANNON
PALLETH_CURRLOCID_FK,FOREIGN KEY,PALLET_HEADERS,None,IL_PK,CASCADE,3,CURRENT_LOCATION_ID,INV_LOCATIONS,LOCATION_ID,ORATECHCANNON
PALLETLINE_LOCID_FK,FOREIGN KEY,PALLET_LINES,None,IL_PK,CASCADE,3,LOCATION_ID,INV_LOCATIONS,LOCATION_ID,ORATECHCANNON
PALLETTRANS_FLOCID_FK,FOREIGN KEY,PALLET_TRANSACTIONS,None,IL_PK,CASCADE,3,FROM_LOCATION_ID,INV_LOCATIONS,LOCATION_ID,ORATECHCANNON
PALLETTRANS_TLOCID_FK,FOREIGN KEY,PALLET_TRANSACTIONS,None,IL_PK,CASCADE,3,TO_LOCATION_ID,INV_LOCATIONS,LOCATION_ID,ORATECHCANNON
HRUSERASS_LOCID_FK,FOREIGN KEY,HR_USER_ASSIGNMENTS,None,IL_PK,CASCADE,3,LOCATION_ID,INV_LOCATIONS,LOCATION_ID,ORATECHCANNON
DISPHEADER_LOCID_FK,FOREIGN KEY,DISPATCH_HEADERS,None,IL_PK,CASCADE,3,LOCATION_ID,INV_LOCATIONS,LOCATION_ID,ORATECHCANNON
WWW_NODE_LINKS_FK2,FOREIGN KEY,WWW_NODE_LINKS,None,IISC_PK,CASCADE,3,SUB_CATEGORY_ID,INV_ITEM_SUB_CATEGORIES,SUB_CATEGORY_ID,ORATECHCANNON
HRUSERASS_SUBCATID_FK,FOREIGN KEY,HR_USER_ASSIGNMENTS,None,IISC_PK,CASCADE,3,SUB_CATEGORY_ID,INV_ITEM_SUB_CATEGORIES,SUB_CATEGORY_ID,ORATECHCANNON
CUSTSPLITLINES_FK3,FOREIGN KEY,AR_CUSTSPLIT_LINES,None,CUSTSPLITHEADERS_PK,CASCADE,3,CUSTSPLIT_ID,AR_CUSTSPLIT_HEADERS,CUSTSPLIT_ID,ORATECHCANNON
PALLETH_DISPATCHID_FK,FOREIGN KEY,PALLET_HEADERS,None,DISPHEADER1_PK,NO ACTION,3,DISPATCH_ID,DISPATCH_HEADERS,DISPATCH_ID,ORATECHCANNON
PALLETTRANS_LINEID_FK,FOREIGN KEY,PALLET_TRANSACTIONS,None,PALLETLINE1_PK,CASCADE,3,PALLET_LINE_ID,PALLET_LINES,PALLET_LINE_ID,ORATECHCANNON
PALLETLINE_BOXID_FK,FOREIGN KEY,PALLET_LINES,None,PALLETBOX_PK,CASCADE,3,BOX_ID,PALLET_BOXES,BOX_ID,ORATECHCANNON
PALLETTRANS_BOXID_FK,FOREIGN KEY,PALLET_TRANSACTIONS,None,PALLETBOX_PK,CASCADE,3,BOX_ID,PALLET_BOXES,BOX_ID,ORATECHCANNON
PALLETH_HEADERID_FK,FOREIGN KEY,PALLET_BOXES,None,PALLETHEAD_PK,CASCADE,3,PALLET_HEADER_ID,PALLET_HEADERS,PALLET_HEADER_ID,ORATECHCANNON
PALLETLINE_HEADERID_FK,FOREIGN KEY,PALLET_LINES,None,PALLETHEAD_PK,CASCADE,3,PALLET_HEADER_ID,PALLET_HEADERS,PALLET_HEADER_ID,ORATECHCANNON
PALLETTRANS_HEADERID_FK,FOREIGN KEY,PALLET_TRANSACTIONS,None,PALLETHEAD_PK,CASCADE,3,PALLET_HEADER_ID,PALLET_HEADERS,PALLET_HEADER_ID,ORATECHCANNON
ORDERPADLINE_HEADERID_FK,FOREIGN KEY,AR_ORDERPAD_LINES,None,ORDPADHEAD_PK,CASCADE,3,ORDERPAD_HEADER_ID,AR_ORDERPAD_HEADERS,ORDERPAD_HEADER_ID,ORATECHCANNON
EXPLINEHEAD_FK,FOREIGN KEY,EXPORT_LINES,None,EXPORTHEAD_PK,CASCADE,3,EXPORT_HEADER_ID,EXPORT_HEADERS,EXPORT_HEADER_ID,ORATECHCANNON
IMPEXPTRALINE_HEADERID_FK,FOREIGN KEY,EXT_TRANS_LINES,None,EXTTRANSHEAD_PK,CASCADE,3,HEADER_ID,EXT_TRANS_HEADERS,HEADER_ID,ORATECHCANNON
IMPEXPLINE_HEADERID_FK,FOREIGN KEY,IMPEXP_LINES,None,IMPEXPHEAD_PK,CASCADE,3,IMPEXP_HEADER_ID,IMPEXP_HEADERS,IMPEXP_HEADER_ID,ORATECHCANNON
WWW_NODES_FK1,FOREIGN KEY,WWW_NODES,None,WWW_SUBSOURCE_PK,CASCADE,3,WWW_SUB_SOURCE_ID,WWW_SUB_SOURCES,WWW_SUB_SOURCE_ID,ORATECHCANNON
WWW_SUBSOURCE_FK,FOREIGN KEY,WWW_SUB_SOURCES,None,WWW_SOURCE_PK,CASCADE,3,WWW_SOURCE_ID,WWW_SOURCES,WWW_SOURCE_ID,ORATECHCANNON
WWW_NODES_FK,FOREIGN KEY,WWW_NODES,None,WWW_SOURCE_PK,CASCADE,3,WWW_SOURCE_ID,WWW_SOURCES,WWW_SOURCE_ID,ORATECHCANNON
TP_STOCKLINES_FK,FOREIGN KEY,TP_STOCK_LINES,None,TPSOURCE_PK,CASCADE,3,TP_SOURCE_ID,TP_STOCK_SOURCES,TP_SOURCE_ID,ORATECHCANNON
CMN_COUNTRYLANG_FK,FOREIGN KEY,CMN_COUNTRIES,None,CMN_LANG_PK,NO ACTION,3,LANGUAGE_CODE,CMN_LANGUAGES,LANGUAGE_CODE,ORATECHCANNON
AR_CUSTLANG_FK,FOREIGN KEY,AR_CUSTOMERS,None,CMN_LANG_PK,NO ACTION,3,LANGUAGE_CODE,CMN_LANGUAGES,LANGUAGE_CODE,ORATECHCANNON
CMN_LANGTEXT_FK,FOREIGN KEY,CMN_LANGUAGE_TEXTS,None,CMN_LANG_PK,CASCADE,3,LANGUAGE_CODE,CMN_LANGUAGES,LANGUAGE_CODE,ORATECHCANNON
WWW_SUBSOURCE_FK1,FOREIGN KEY,WWW_SUB_SOURCES,None,CMN_LANG_PK,NO ACTION,3,LANGUAGE_CODE,CMN_LANGUAGES,LANGUAGE_CODE,ORATECHCANNON
GL_JELINE_HEADERID_FK,FOREIGN KEY,GL_JE_LINES,None,GL_JEHEAD_PK,CASCADE,3,JE_HEADER_ID,GL_JE_HEADERS,JE_HEADER_ID,ORATECHCANNON
GLTEMTRANSH_FK,FOREIGN KEY,GL_TEMPLATE_TRANS,None,GLTEMPTH_PK,CASCADE,3,TEMPLATE_TRANS_HEADER_ID,GL_TEMPLATE_TRANS_HEADERS,TEMPLATE_TRANS_HEADER_ID,ORATECHCANNON
PALLETH_GRNID_FK,FOREIGN KEY,PALLET_HEADERS,None,PGH_PK,CASCADE,3,GRN_ID,PO_GRN_HEADERS,GRN_ID,ORATECHCANNON
PALLETB_GRNID_FK,FOREIGN KEY,PALLET_BOXES,None,PGH_PK,CASCADE,3,GRN_ID,PO_GRN_HEADERS,GRN_ID,ORATECHCANNON
PALLETH_SUBLOCID_FK,FOREIGN KEY,PALLET_HEADERS,None,ISL_PK,CASCADE,3,SUB_LOCATION_ID,INV_SUB_LOCATIONS,SUB_LOCATION_ID,ORATECHCANNON
PALLETH_CURRENTSUBLOCID_FK,FOREIGN KEY,PALLET_HEADERS,None,ISL_PK,CASCADE,3,CURRENT_SUB_LOCATION_ID,INV_SUB_LOCATIONS,SUB_LOCATION_ID,ORATECHCANNON
INVLOCWEE_FK4,FOREIGN KEY,INV_LOCATIONS,None,GAC_PK,CASCADE,3,GL_ACCOUNT_ID,GL_ACCOUNT_CODES,GL_ACCOUNT_ID,ORATECHCANNON
EMPJTD_FK2,FOREIGN KEY,EMP_JOB_TYPE_DAYS,None,EMPWD_PK,CASCADE,3,WORKING_DAY_ID,EMP_WORKING_DAYS,WORKING_DAY_ID,ORATECHCANNON
EMPEMP_FK3,FOREIGN KEY,EMP_EMPLOYEES,None,EMPPOS_PK,CASCADE,3,POSITION_ID,EMP_POSITIONS,POSITION_ID,ORATECHCANNON
EMPJTD_FK1,FOREIGN KEY,EMP_JOB_TYPE_DAYS,None,EMPJT_PK,CASCADE,3,JOB_TYPE_ID,EMP_JOB_TYPES,JOB_TYPE_ID,ORATECHCANNON
EMPEMP_FK1,FOREIGN KEY,EMP_EMPLOYEES,None,EMPJT_PK,CASCADE,3,JOB_TYPE_ID,EMP_JOB_TYPES,JOB_TYPE_ID,ORATECHCANNON
EMPEMP_FK4,FOREIGN KEY,EMP_EMPLOYEES,None,EMPJOB_PK,CASCADE,3,JOB_ID,EMP_JOBS,JOB_ID,ORATECHCANNON
EMPEMP_FK2,FOREIGN KEY,EMP_EMPLOYEES,None,EMPDEP_PK,CASCADE,3,DEPARTMENT_ID,EMP_DEPARTMENTS,DEPARTMENT_ID,ORATECHCANNON
USEREXL_FK1,FOREIGN KEY,CMN_USER_EXCLUSIONS,None,CU_PK,CASCADE,3,USER_ID,CMN_USERS,USER_ID,ORATECHCANNON
CMNUSERREPGRP_FK2,FOREIGN KEY,CMN_USER_REPORTGROUPS,None,CU_PK,CASCADE,3,USER_ID,CMN_USERS,USER_ID,ORATECHCANNON
USEREXL_FK3,FOREIGN KEY,CMN_USER_EXCLUSIONS,None,CMRR_PK,CASCADE,3,REPORT_ID,CMN_REPORTS,REPORT_ID,ORATECHCANNON
CMNREPGRPL_FK2,FOREIGN KEY,CMN_REPORTGROUP_LINES,None,CMRR_PK,CASCADE,3,REPORT_ID,CMN_REPORTS,REPORT_ID,ORATECHCANNON
CMN_PROF_VAL_PROFID_FK,FOREIGN KEY,CMN_PROFILE_VALUES,None,CMN_PROFPK,CASCADE,3,PROFILE_ID,CMN_PROFILES,PROFILE_ID,ORATECHCANNON
CMNPERIODBD_FK2,FOREIGN KEY,CMN_PERIOD_BREAKDOWNS,None,CMNPERIODL_PK,CASCADE,3,PERIOD_LINE_ID,CMN_PERIOD_LINES,PERIOD_LINE_ID,ORATECHCANNON
