,ACTIVE,UPDATE_SOURCE,DELETE_FLAG,BU_ID,CREATED_BY,CREATION_DATE,LAST_UPDATED_BY,LAST_UPDATE_DATE,WHAT_TO_RUN,SL_NO,JOB_TYPE,JOB_SHORT_NAME,DESCRIPTION,JOB_NAME,JOB_ID,END_DATE,START_DATE,PARAM_ID,LINE_SL_NO,LINE_ACTIVE,PARAM_NAME,PARAM_PROMPT,PARAM_TYPE,PARAM_FORMAT,PARAM_DEFAULT_VALUE,PARAM_DESCRIPTION,PARAM_START_DATE,PARAM_END_DATE
292,Y,API,None,1,None,2012-02-19 17:19:22,nan,2012-02-19 17:19:22,SCHEDULE_PKG.SALESINVOICE_ACTIVITY,3,PL/SQL,FILE DAILY ARINV,None,FILE DAILY INVOICES,56,None,None,291,2,Y,P_DATETO,DATE TO,DATE,None,TRUNC(SYSDATE+1),None,None,None
293,Y,API,None,1,None,2012-02-19 17:19:22,nan,2012-02-19 17:19:22,SCHEDULE_PKG.SALESINVOICE_ACTIVITY,3,PL/SQL,FILE DAILY ARINV,None,FILE DAILY INVOICES,56,None,None,292,3,Y,P_DESTYPE,DESTYPE,CHAR,None,FILE,None,None,None
294,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,GL_TRANS_PKG.PUSH_JOURNAL2GL_PUB,12,PL/SQL,GL JOURNAL,None,GL JOURNAL,100,None,None,366,1,Y,P_DATECRITERIA,DATE CRITERIA,CHAR,None,MONTHLY,None,None,None
295,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,GL_TRANS_PKG.POP_GLTEMPLATETRANS_PUB,12,PL/SQL,GL POP TEMPLATE,None,GL POP TEMPLATE,99,None,None,365,1,Y,P_DATECRITERIA,DATE CRITERIA,CHAR,None,MONTHLY,None,None,None
296,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,GL_TRANS_PKG.PUSH_APINV2GL_PUB,12,PL/SQL,GL PURINV,None,GL PURINV,101,None,None,367,1,Y,P_DATECRITERIA,DATE CRITERIA,CHAR,None,MONTHLY,None,None,None
297,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,GL_TRANS_PKG.PUSH_ARINV2GL_PUB,12,PL/SQL,GL SALINV,None,GL SALINV,102,None,None,368,1,Y,P_DATECRITERIA,DATE CRITERIA,CHAR,None,MONTHLY,None,None,None
298,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,GL_TRANS_PKG.LOAD_GL_SUMMARY,1,PL/SQL,GLSUMM01,None,GL SUMMARY,103,None,None,369,1,Y,P_DATECRITERIA,DATE CRITERIA,CHAR,None,DAILY,None,None,None
299,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,GOOGLE FEED,None,GOOGLE FEED,46,None,None,202,1,Y,P_FILENAME,FILE NAME,CHAR,None,GOOGLE_$DATE$.TXT,None,None,None
300,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,GOOGLE FEED,None,GOOGLE FEED,46,None,None,203,2,Y,P_DELIMITER,DELIMITER,CHAR,None,",",None,None,None
301,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,GOOGLE FEED,None,GOOGLE FEED,46,None,None,204,3,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
302,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,GOOGLE FEED,None,GOOGLE FEED,46,None,None,205,4,Y,P_FORWHOM,FOR WHOM,CHAR,None,GOOGLE,None,None,None
303,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,GOOGLE FEED,None,GOOGLE FEED,46,None,None,206,5,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
304,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,GOOGLE FEED,None,GOOGLE FEED,46,None,None,207,6,Y,P_MULTIGROUP,MULTIGROUP,CHAR,None,N,None,None,None
305,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,GOOGLE FEED,None,GOOGLE FEED,46,None,None,208,7,Y,P_INSTOCKONLY,INSTOCKONLY,CHAR,None,N,None,None,None
306,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXPTRANS_PKG.IMPORT_EXTORDERS,1,PL/SQL,IMPORT OPENORDERS,None,IMPORT OPENORDERS,98,None,None,362,1,Y,P_FILENAME,FILE NAME,CHAR,None,openorders.csv,None,None,None
307,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXPTRANS_PKG.IMPORT_EXTORDERS,1,PL/SQL,IMPORT OPENORDERS,None,IMPORT OPENORDERS,98,None,None,363,2,Y,P_DELIMITER,DELIMITER,CHAR,None,",",None,None,None
308,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXPTRANS_PKG.IMPORT_EXTORDERS,1,PL/SQL,IMPORT OPENORDERS,None,IMPORT OPENORDERS,98,None,None,364,3,Y,P_INDIRECTORY,DIRECTORY,CHAR,None,DIR_DROPBOX,None,None,None
309,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT CATEGORY,None,IMPT CATEGORY,94,None,None,338,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,EXP_T_SUBCATEGORY_V,None,None,None
310,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT CATEGORY,None,IMPT CATEGORY,94,None,None,339,2,Y,P_DIRNAME,DIRECTORY,CHAR,None,DIR_INBOUND,None,None,None
311,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT CATEGORY,None,IMPT CATEGORY,94,None,None,340,3,Y,P_FILENAME,FILE NAME,CHAR,None,imp_sub_categories.csv,None,None,None
312,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT CATEGORY,None,IMPT CATEGORY,94,None,None,341,4,Y,P_CALLCODE,CALL CODE,CHAR,None,0,None,None,None
313,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT CATEGORY,None,IMPT CATEGORY,94,None,None,342,5,Y,P_DELIMITER,DELIMTER,CHAR,None,",",None,None,None
314,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT CATEGORY,None,IMPT CATEGORY,94,None,None,343,6,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
315,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT CATEGORY,None,IMPT CATEGORY,94,None,None,344,7,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
316,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT GL CODES,None,IMPT GL CODES,92,None,None,324,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,EXP_T_GLCODES_V,None,None,None
317,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT GL CODES,None,IMPT GL CODES,92,None,None,325,2,Y,P_DIRNAME,DIRECTORY,CHAR,None,DIR_INBOUND,None,None,None
318,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT GL CODES,None,IMPT GL CODES,92,None,None,326,3,Y,P_FILENAME,FILE NAME,CHAR,None,imp_glcodes.csv,None,None,None
319,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT GL CODES,None,IMPT GL CODES,92,None,None,327,4,Y,P_CALLCODE,CALL CODE,CHAR,None,0,None,None,None
320,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT GL CODES,None,IMPT GL CODES,92,None,None,328,5,Y,P_DELIMITER,DELIMTER,CHAR,None,",",None,None,None
321,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT GL CODES,None,IMPT GL CODES,92,None,None,329,6,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
322,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT GL CODES,None,IMPT GL CODES,92,None,None,330,7,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
323,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT MANUFACTURER,None,IMPT MANUFACTURER,91,None,None,317,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,EXP_T_MANF_V,None,None,None
324,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT MANUFACTURER,None,IMPT MANUFACTURER,91,None,None,318,2,Y,P_DIRNAME,DIRECTORY,CHAR,None,DIR_INBOUND,None,None,None
325,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT MANUFACTURER,None,IMPT MANUFACTURER,91,None,None,319,3,Y,P_FILENAME,FILE NAME,CHAR,None,imp_manf.csv,None,None,None
326,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT MANUFACTURER,None,IMPT MANUFACTURER,91,None,None,320,4,Y,P_CALLCODE,CALL CODE,CHAR,None,0,None,None,None
327,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT MANUFACTURER,None,IMPT MANUFACTURER,91,None,None,321,5,Y,P_DELIMITER,DELIMTER,CHAR,None,",",None,None,None
328,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT MANUFACTURER,None,IMPT MANUFACTURER,91,None,None,322,6,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
329,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT MANUFACTURER,None,IMPT MANUFACTURER,91,None,None,323,7,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
330,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT SUB CATEGORY,None,IMPT SUB CATEGORIES,93,None,None,331,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,EXP_T_CATEGORY_V,None,None,None
331,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT SUB CATEGORY,None,IMPT SUB CATEGORIES,93,None,None,332,2,Y,P_DIRNAME,DIRECTORY,CHAR,None,DIR_INBOUND,None,None,None
332,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT SUB CATEGORY,None,IMPT SUB CATEGORIES,93,None,None,333,3,Y,P_FILENAME,FILE NAME,CHAR,None,imp_categories.csv,None,None,None
333,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT SUB CATEGORY,None,IMPT SUB CATEGORIES,93,None,None,334,4,Y,P_CALLCODE,CALL CODE,CHAR,None,0,None,None,None
334,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT SUB CATEGORY,None,IMPT SUB CATEGORIES,93,None,None,335,5,Y,P_DELIMITER,DELIMTER,CHAR,None,",",None,None,None
335,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT SUB CATEGORY,None,IMPT SUB CATEGORIES,93,None,None,336,6,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
336,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT SUB CATEGORY,None,IMPT SUB CATEGORIES,93,None,None,337,7,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
337,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT SUPLIER,None,IMPT SUPPLIER,90,None,None,310,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,EXP_T_SUPPLIER_V,None,None,None
338,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT SUPLIER,None,IMPT SUPPLIER,90,None,None,311,2,Y,P_DIRNAME,DIRECTORY,CHAR,None,DIR_INBOUND,None,None,None
339,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT SUPLIER,None,IMPT SUPPLIER,90,None,None,312,3,Y,P_FILENAME,FILE NAME,CHAR,None,imp_suppliers.csv,None,None,None
340,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT SUPLIER,None,IMPT SUPPLIER,90,None,None,313,4,Y,P_CALLCODE,CALL CODE,CHAR,None,0,None,None,None
341,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT SUPLIER,None,IMPT SUPPLIER,90,None,None,314,5,Y,P_DELIMITER,DELIMTER,CHAR,None,",",None,None,None
342,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT SUPLIER,None,IMPT SUPPLIER,90,None,None,315,6,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
343,Y,API,None,1,None,2015-10-02 18:51:14,nan,2015-10-02 18:51:14,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,IMPT SUPLIER,None,IMPT SUPPLIER,90,None,None,316,7,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
344,Y,API,None,1,None,2020-07-28 14:31:14,29.0,2020-07-28 14:34:36,IMPEXP2_PKG.EXPORT_INTRASTATE_DATA,1,PL/SQL,INTRASTATSEXPO,None,INTRASTATS EXPORT,126,None,None,433,1,Y,P_DIRNAME,DIRECTORY,CHAR,None,DIR_INTRA,None,None,None
345,Y,API,None,1,None,2020-07-28 14:31:14,29.0,2020-07-28 14:34:36,IMPEXP2_PKG.EXPORT_INTRASTATE_DATA,1,PL/SQL,INTRASTATSEXPO,None,INTRASTATS EXPORT,126,None,None,435,2,Y,P_LASTDAYSTO,LAST DAYSTO,NUMBER,None,2,None,None,None
346,Y,API,None,1,None,2020-07-28 14:31:14,29.0,2020-07-28 14:34:36,IMPEXP2_PKG.EXPORT_INTRASTATE_DATA,1,PL/SQL,INTRASTATSEXPO,None,INTRASTATS EXPORT,126,None,None,434,2,Y,P_LASTDAYSFROM,LAST DAYS FROM,NUMBER,None,1,None,None,None
347,Y,API,None,1,None,2019-04-20 13:25:47,nan,2019-04-20 13:25:47,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,0,PL/SQL,MAJENTOEXPORT,None,MAJENTOEXPORT,116,None,None,405,1,Y,P_FILENAME,FILE NAME,CHAR,None,all_products_majento.csv,None,None,None
348,Y,API,None,1,None,2019-04-20 13:25:47,nan,2019-04-20 13:25:47,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,0,PL/SQL,MAJENTOEXPORT,None,MAJENTOEXPORT,116,None,None,406,2,Y,P_DELIMITER,DELIMITER,CHAR,None,",",None,None,None
349,Y,API,None,1,None,2019-04-20 13:25:47,nan,2019-04-20 13:25:47,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,0,PL/SQL,MAJENTOEXPORT,None,MAJENTOEXPORT,116,None,None,407,3,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
350,Y,API,None,1,None,2019-04-20 13:25:47,nan,2019-04-20 13:25:47,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,0,PL/SQL,MAJENTOEXPORT,None,MAJENTOEXPORT,116,None,None,408,4,Y,P_FORWHOM,FOR WHOM,CHAR,None,EBUK,None,None,None
351,Y,API,None,1,None,2019-04-20 13:25:47,nan,2019-04-20 13:25:47,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,0,PL/SQL,MAJENTOEXPORT,None,MAJENTOEXPORT,116,None,None,409,5,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
352,Y,API,None,1,None,2019-04-20 13:25:47,nan,2019-04-20 13:25:47,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,0,PL/SQL,MAJENTOEXPORT,None,MAJENTOEXPORT,116,None,None,410,7,Y,P_INSTOCKONLY,INSTOCKONLY,CHAR,None,N,None,None,None
353,Y,API,None,1,None,2019-04-20 13:25:47,nan,2019-04-20 13:25:47,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,0,PL/SQL,MAJENTOEXPORT,None,MAJENTOEXPORT,116,None,None,411,8,Y,P_SUBSTITUTE,SUBSTITUTE,CHAR,None,01,None,None,None
354,Y,API,None,1,None,2019-04-20 13:25:47,nan,2019-04-20 13:25:47,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,0,PL/SQL,MAJENTOEXPORT,None,MAJENTOEXPORT,116,None,None,412,9,Y,P_MULTIGROUP,MULTIGROUP,CHAR,None,Y,None,None,None
355,Y,API,None,1,None,2019-04-20 13:25:47,nan,2019-04-20 13:25:47,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,0,PL/SQL,MAJENTOEXPORT,None,MAJENTOEXPORT,116,None,None,413,10,Y,P_INCLUDEBOM,INCLUDEBOM,CHAR,None,Y,None,None,None
356,Y,API,None,1,None,2019-04-20 13:25:47,nan,2019-04-20 13:25:47,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,0,PL/SQL,MAJENTOEXPORT,None,MAJENTOEXPORT,116,None,None,414,11,Y,P_FILE1,FILE1,CHAR,None,vatcode.csv,None,None,None
357,Y,API,None,1,None,2019-04-20 13:25:47,nan,2019-04-20 13:25:47,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,0,PL/SQL,MAJENTOEXPORT,None,MAJENTOEXPORT,116,None,None,415,12,Y,P_FILE1HEADER,FILE1 HEADER,CHAR,None,":taxcode,:taxrate,:derived,derived1",None,None,None
358,Y,API,None,1,None,2019-04-20 13:25:47,nan,2019-04-20 13:25:47,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,0,PL/SQL,MAJENTOEXPORT,None,MAJENTOEXPORT,116,None,None,416,13,Y,P_FILE1COLUMNS,FILE1 COLUMNS,CHAR,None,"57,58,`VAT(`||~58~||`)`,`VAT(`||decode(~58~{`T1`{`S`{`T2`{`Z`{`T3`{`R`{`S`)||`)`",None,None,None
359,Y,API,None,1,None,2019-04-20 13:25:47,nan,2019-04-20 13:25:47,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,0,PL/SQL,MAJENTOEXPORT,None,MAJENTOEXPORT,116,None,None,417,14,Y,P_FILE2,FILE2,CHAR,None,None,None,None,None
360,Y,API,None,1,None,2019-04-20 13:25:47,nan,2019-04-20 13:25:47,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,0,PL/SQL,MAJENTOEXPORT,None,MAJENTOEXPORT,116,None,None,418,15,Y,P_FILE2HEADER,FILE2 HEADER,CHAR,None,None,None,None,None
361,Y,API,None,1,None,2019-04-20 13:25:47,nan,2019-04-20 13:25:47,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,0,PL/SQL,MAJENTOEXPORT,None,MAJENTOEXPORT,116,None,None,419,16,Y,P_FILE2COLUMNS,FILE2 COLUMNS,CHAR,None,None,None,None,None
362,Y,API,None,1,None,2019-04-20 13:25:47,nan,2019-04-20 13:25:47,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,0,PL/SQL,MAJENTOEXPORT,None,MAJENTOEXPORT,116,None,None,420,17,Y,P_APPLYSUFILTER,APPLY SU FILTER,NUMBER,None,0,None,None,None
363,Y,API,None,1,None,2019-04-20 13:25:47,nan,2019-04-20 13:25:47,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,0,PL/SQL,MAJENTOEXPORT,None,MAJENTOEXPORT,116,None,None,421,18,Y,P_STAGE,STAGE,CHAR,None,NO,None,None,None
